zone,state,lga,sector,ea,hhid,indiv,s4aq1,s4aq2,s4aq3,s4aq4,s4aq5,s4aq6,s4aq7,s4aq8,s4aq9,s4aq10,s4aq11,s4aq12,s4aq13a,s4aq13b,s4aq13c,s4aq14,s4aq15,s4aq16,s4aq17,s4aq18,s4aq19a,s4aq19b,s4aq19c,s4aq20,s4aq21,s4aq22a,s4aq22b,s4aq22,s4aq23,s4aq23_os,s4aq24,s4aq25,s4aq26,s4aq27a,s4aq27b,s4aq27c,s4aq28,s4aq29,s4aq30__1,s4aq30__2,s4aq30__3,s4aq30__4,s4aq30__5,s4aq30__6,s4aq30__7,s4aq30__8,s4aq30__96,s4aq30_os,s4aq31,s4aq32,s4aq33,s4aq33_os,s4aq34,s4aq35,s4aq36,s4aq36_os,s4aq37,s4aq37_os,s4aq38,s4aq40,s4aq40_code,s4aq41,s4aq41_code,s4aq41c,s4aq41c_os,s4aq42,s4aq43,s4aq44,s4aq45,s4aq46,s4aq47,s4aq47_tunit,s4aq48,s4aq49a,s4aq49b,s4aq50_1,s4aq50_2,s4aq50_3,s4aq50_4,s4aq50_5,s4aq50_6,s4aq51,s4aq52,s4aq52_os,s4aq53,s4aq54,s4aq55,s4aq56,s4aq57__1,s4aq57__2,s4aq57__3,s4aq57__4,s4aq57__5,s4aq57__6,s4aq57__7,s4aq57__8,s4aq57__9,s4aq57__10,s4aq57__96,s4aq57_os,s4aq58__0,s4aq58__1,s4aq58__2,s4aq58__3,s4aq58__4,s4aq58__5,s4aq58__6,s4aq58__7,s4aq58__8,s4aq58__9,s4aq58__10,s4aq58__11,s4aq58__12,s4aq58__13,s4aq58__14,s4aq58__15,s4aq58__16,s4aq58__17,s4aq58__18,s4aq58__19,s4aq58nb,s4aq59,s4aq60,s4aq61a,s4aq61b,s4aq62,s4aq63a,s4aq63b
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49090,6,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,50,1. YES,0. NO HOUR,40
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49091,1,1. YES,2. NO,2,2. NO,,1. YES,45,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,RETAIL SALE OF COOKING GAS AND DRINKS,5211. Stall and market salespersons,RETAIL SALE OF COOKING GAS AND DRINKS,"4661. Wholesale of solid, liquid and gaseous fuels and related products",WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,5,9,20000,5. ONE MONTH,2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49091,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,1. YES,6. HOUSEWIFE/HOMEMAKER (FAMILY CONSIDERATIONS/CHILD CARE),,1. YES,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49091,4,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49091,5,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49091,6,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49093,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49093,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Long-term illness/injury/disability,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49093,4,1. YES,1. YES,,2. NO,,1. YES,56,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,DOMESTIC DRIVER AT LADY EDITH EKWUEME'S HOUSE.,"8322. Car, taxi and van drivers","SERVICES,  DRIVING LADY EDITH EKWUEME ANYWHERE SHE WANTS TO GO.",5221. Service activities incidental to land transportation,TRANSPORTATION & STORAGE,,3. As an employee,12,4,6,8,20000,5. ONE MONTH,2. NO,,,2,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,2. NO,2. NO,2. 2-4,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4. EVERY WEEK,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49093,5101,1. YES,1. YES,,2. NO,,1. YES,56,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,DOMESTIC SERVANT AT LADY EDITH EKWUEME'S HOUSE.,5152. Domestic housekeepers,"COOKING, WASHING CLOTHS AND TAKING CARE OF LADY EDITH EKWUEME.",9700. Activities of households as employers of domestic personnel,ACCOMODATION & FOOD SERVICES,,3. As an employee,12,4,7,8,15000,5. ONE MONTH,2. NO,,,4,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,2. NO,2. NO,2. 2-4,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4. EVERY WEEK,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,1. YES,,8,2. NO,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,NON ACADEMIC STAFF FEDERAL POLYTECHNIC OKO,2359. Teaching professionals not elsewhere classified,NON ACADEMIC STAFF FEDERAL POLYTECHNIC OKO,8550. Educational support activities,EDUCATION,,3. As an employee,12,4,4,8,160000,5. ONE MONTH,2. NO,,,0,,,,,,1. Yes,1. FEDERAL GOVERNMENT,,2. NO,1. YES,2. 2-4,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4. EVERY WEEK,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,1. YES,,9,2. NO,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,FASHION DESIGNER- SEWING AND AMENDING OF CLOTHS,5241. Fashion and other models,SEWING AND AMENDING OF CLOTHS- FASHION DESIGNER,7410. Specialized design activities,MANUFACTURING,,1. In own business or farming activity,12,4,5,9,3000,2. ONE DAY,2. NO,,,1,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,3,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,4,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,5,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49094,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49095,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,1. YES,,3,3. Only for household use,,,1. Yes,,,,,,,,1. Yes,2. FAMILY FARM ONLY,,,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49095,5101,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,40,1. YES,0. NO HOUR,25
4. South East,4. Anambra,419. ORUMBA NORTH,1. URBAN,1006,49095,5102,1. YES,1. YES,,2. NO,,1. YES,9,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,WORKING AS A ELECTRICIAN ( WIRING BUILDING),8212. Electrical and electronic equipment assemblers,ELECTRICIAN WORK IN  PRIVATE COMPOUND,4321. Electrical installation,"ELECTRICITY, GAS, STEAM & AIR CONDITIONING SUPPLY",,3. As an employee,12,4,3,9,4000,2. ONE DAY,2. NO,,,3,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,2. NO,2. NO,2. 2-4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3. 3 WEEKS PER MONTH,1. YES,0. NO HOUR,30,1. YES,0. NO HOUR,25
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Engaged in HH/family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,50,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Long-term illness/injury/disability,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,5101,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,1. YES,,0,0,0,0,1,0,0,0,0,,3. 6 MONTHS-LESS THAN 9 MONTHS,,,,1. YES,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,45,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,5102,1. YES,1. YES,,2. NO,,1. YES,9,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,MANUFACTURING OF FUNITURE CHAIRS,7115. Carpenters and joiners,MAKING OF FUNITURE CHAIRS,1622. Manufacture of builders' carpentry and joinery,MANUFACTURING,,1. In own business or farming activity,12,4,5,9,80000,5. ONE MONTH,2. NO,,,3,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,5103,1. YES,1. YES,,2. NO,,1. YES,10,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,MAKING OF HAIR DRESSING BUSINESS,5141. Hairdressers,SALOON BUSINESS  HAIR DRESSING,9602. Hairdressing and other beauty treatment,"ART, ENTERTAINMENT & RECREATION",,1. In own business or farming activity,12,4,4,10,6000,2. ONE DAY,2. NO,,,4,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0. NO HOUR,45,1. YES,0. NO HOUR,30
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49097,5104,1. YES,2. NO,1,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49098,1,1. YES,1. YES,,2. NO,,1. YES,45,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,TECHNICIAN:REPAIR OF GENERATOR,3113. Electrical engineering technicians,TECHNICIAN:REPAIR OF GENERATOR,3313. Repair of electronic and optical equipment,"PROFFESIONAL, SCIENTIFIC, TECHNICAL ACTIVITIES",,1. In own business or farming activity,12,4,5,9,15000,5. ONE MONTH,2. NO,,,0,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49100,1,1. YES,2. NO,4,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49100,4,1. YES,1. YES,,2. NO,,1. YES,40,2. NO,,1. YES,,5,2. Both for sale and for household use,4. 3/4 (75 PERCENT),,1. Yes,,,,,,,,2. No,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,FARMING ACTIVITIES- PLANTING AND HARVESTING,6310. Subsistence crop farmers,PLANTING AND HARVESTING- FARMER,150. Mixed farming,"AGRICULTURE, FORESTRY & FISHING",,1. In own business or farming activity,12,4,4,6,5000,3. ONE WEEK,2. NO,,,2,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,0. NO MINUTES,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49100,6,1. YES,2. NO,4,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49101,1,1. YES,1. YES,,1. YES,5,2. NO,,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,BUILDING CONSTRUCTION AS A MASION BRICKLAYER,9313. Building construction labourers,BRICKLAYER JOB IN A CONSTRUCTION OF HOUSE BUILDING,4100. Construction of buildings,CONSTRUCTION,,3. As an employee,12,4,3,5,5000,2. ONE DAY,2. NO,,,0,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,2. NO,2. NO,2. 2-4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,12,2. 2 WEEKS PER MONTH,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49101,2,1. YES,1. YES,,2. NO,,1. YES,4,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,SALES OF VEGETABLE AND FRUITS IN THE MARKET,5211. Stall and market salespersons,SELLING OF FRUITS AND VEGETABLES IN THE MARKET,5629. Other food service activities,WHOLESALE & RETAIL TRADE,,1. In own business or farming activity,12,4,5,4,3000,2. ONE DAY,2. NO,,,1,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49101,4,1. YES,1. YES,,1. YES,8,2. NO,,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,WORKING AS AN ELECTRICIAN,2151. Electrical engineers,ELECTRICIAN WORK AND WIRING HOUSE,3314. Repair of electrical equipment,"PROFFESIONAL, SCIENTIFIC, TECHNICAL ACTIVITIES",,3. As an employee,12,4,3,8,2000,2. ONE DAY,2. NO,,,2,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,2. NO,2. NO,2. 2-4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3. 3 WEEKS PER MONTH,1. YES,1,30,1. YES,0. NO HOUR,50
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49101,7,1. YES,2. NO,2,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49101,5101,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Studying or training,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1,20,1. YES,0. NO HOUR,40
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49102,1,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Retired or pensioner,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49102,2,1. YES,1. YES,,2. NO,,2. NO,,2. NO,,2. NO,2. NO,,,,,2. No,2. NO,2. NO,,,,,,,1. NO TYPE OF WORK,2. NO,2. NO,2. No,,,,,,,,,2. NO,2. NO,,,,,,,,,,,,2. NO,,,,,,,Doing nothing,,,,,,,,,,,,,,,,,,,,,,,,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,7,0. NO MINUTES,1. YES,7,0. NO MINUTES
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49102,2101,1. YES,1. YES,,2. NO,,1. YES,56,2. NO,,2. NO,2. NO,,,,,1. Yes,,,,,,,,,"3. WORKED FARM FOR MARKET, ANY WAGE, OR ANY NFE",,,2. No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,FASHION AND DESIGNER OF CLOTHS,2163. Product and garment designers,SEWING OF CLOTHS OF DIFFERENT STYLES.,"1410. Manufacture of wearing apparel, except fur apparel","PROFFESIONAL, SCIENTIFIC, TECHNICAL ACTIVITIES",,"4. As an apprentice, intern",12,4,6,8,0,,2. NO,,,,,,,,,1. Yes,5. PRIVATE SECTOR (INCLUDING PAID APPRENTICES),,1. YES,2. NO,2. 2-4,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4. EVERY WEEK,2. NO,,,2. NO,,
4. South East,4. Anambra,420. ORUMBA SOUTH,1. URBAN,1296,49102,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
