zone,state,lga,sector,ea,hhid,shock_cd,shock_other,s12q0,s12q1,s12q2,s12q3,s12q4a,s12q4b,s12q5_1,s12q5_2,s12q5_3,s12q5_4,s12q5_os,s12q6
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,1. YES,3,1. 2023,1. YES,1. YES,1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,12. CREDITED PURCHASES,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,3. Droughts,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,4. Fire,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,5. Very high temperatures (&gt;40Â°C),,2,1. YES,1,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,8. Post Harvest Loss,,2,1. YES,1,1. 2023,1. YES,1. YES,1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,2. SALE OF PRODUCTIVE ASSETS (AG AND NO-AG) (EXCLUDING HOUSE OR LAND),12. CREDITED PURCHASES,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,"15. Nonfarm Business closure, failure or bankruptcy",,2,1. YES,3,0. 2022,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,12. CREDITED PURCHASES,13. DELAYED PAYMENT OBLIGATIONS,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,16. Loss of land,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,20. Domestic violence,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,24. Increase in price of major food items usually consumed by the household,,2,1. YES,3,2. 2024,1. YES,1. YES,1. SALE OF HOUSEHOLD ASSETS/DURABLE GOODS,12. CREDITED PURCHASES,13. DELAYED PAYMENT OBLIGATIONS,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1017. SAPELE,2. RURAL,0,109081,96. Other (specify),,2,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,1. Floods,,1,1. YES,3,1. 2023,1. YES,2. NO,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,12. CREDITED PURCHASES,13. DELAYED PAYMENT OBLIGATIONS,15. REDUCED FOOD CONSUMPTION,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,1. YES,3,1. 2023,2. NO,2. NO,12. CREDITED PURCHASES,13. DELAYED PAYMENT OBLIGATIONS,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,3. Droughts,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,4. Fire,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,6. Pests and Plant Diseases,,1,1. YES,3,1. 2023,2. NO,2. NO,17. RELIED ON SAVINGS,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,15. REDUCED FOOD CONSUMPTION,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,16. Loss of land,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,20. Domestic violence,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,1. YES,3,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,24. Increase in price of major food items usually consumed by the household,,1,1. YES,3,2. 2024,2. NO,2. NO,22. DID NOTHING,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,25. Increase in price of oil and fuel,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,1. YES,3,1. 2023,2. NO,2. NO,22. DID NOTHING,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109082,96. Other (specify),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,1. Floods,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,2. Irregular rains (including unexpected variation in timing and rainfall amount),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,3. Droughts,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,4. Fire,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,5. Very high temperatures (&gt;40Â°C),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,6. Pests and Plant Diseases,,5101,1. YES,2,1. 2023,1. YES,2. NO,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,7. Death of livestock due to illness,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,8. Post Harvest Loss,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,9. Death of a household member (including all causes),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,10. Diseases or injury of household member (including all causes),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,11. Stopped receiving remittances sent to the household,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,12. Loss of a regular job of a household member,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,"13. Departure of a household member (Abandonment, separation, marriage)",,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,14. Loss of an important contract or default by a creditor,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,"15. Nonfarm Business closure, failure or bankruptcy",,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,16. Loss of land,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,17. Theft/looting of cash and other property,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,18. Hijacking/robbery/assault of a household member,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,19. Kidnapping/Abduction for ransom,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,20. Domestic violence,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,"21. Withdraw of assistance (government, NGO, or other organizations)",,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,23. Fall in the price of farming/business output,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,24. Increase in price of major food items usually consumed by the household,,5101,1. YES,5,2. 2024,1. YES,2. NO,17. RELIED ON SAVINGS,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,25. Increase in price of oil and fuel,,5101,1. YES,4,2. 2024,1. YES,2. NO,17. RELIED ON SAVINGS,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,5101,1. YES,3,2. 2024,1. YES,2. NO,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,17. RELIED ON SAVINGS,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,27. Shortage/scarcity of petrol,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,28. Dwelling/farm buildings/business facilities damaged or demolished,,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,88,109083,96. Other (specify),,5101,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,1. Floods,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,3. Droughts,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,4. Fire,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,16. Loss of land,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,20. Domestic violence,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,2. 2024,1. YES,1. YES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,25. Increase in price of oil and fuel,,1,1. YES,3,2. 2024,1. YES,1. YES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,1. YES,3,2. 2024,1. YES,1. YES,20. RECEIVED ASSISTANCE FROM GOVERNMENT,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109085,96. Other (specify),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,1. Floods,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,3. Droughts,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,4. Fire,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,10. Diseases or injury of household member (including all causes),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,11. Stopped receiving remittances sent to the household,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,12. Loss of a regular job of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,"13. Departure of a household member (Abandonment, separation, marriage)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,14. Loss of an important contract or default by a creditor,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,16. Loss of land,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,20. Domestic violence,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,23. Fall in the price of farming/business output,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,24. Increase in price of major food items usually consumed by the household,,1,1. YES,2,1. 2023,1. YES,1. YES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,9. BORROWED FROM FRIENDS & FAMILY,13. DELAYED PAYMENT OBLIGATIONS,14. SOLD HARVEST IN ADVANCE,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,25. Increase in price of oil and fuel,,1,1. YES,2,1. 2023,1. YES,1. YES,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,9. BORROWED FROM FRIENDS & FAMILY,13. DELAYED PAYMENT OBLIGATIONS,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109087,96. Other (specify),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,1. Floods,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,2. Irregular rains (including unexpected variation in timing and rainfall amount),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,3. Droughts,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,4. Fire,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,5. Very high temperatures (&gt;40Â°C),,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,6. Pests and Plant Diseases,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,7. Death of livestock due to illness,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,8. Post Harvest Loss,,1,2. NO,,,,,,,,,,
5. South South,10. Delta,1013. OKPE,2. RURAL,410,109088,9. Death of a household member (including all causes),,1,2. NO,,,,,,,,,,
