zone,state,lga,sector,ea,hhid,cluster,strata,wt_wave5,wt_longpanel_wave5,wt_cross_wave5,interview_result,old_new,trackedw4,trackedw5pp,hh_located,hh_moved,hh_able_toint,rspavl,consent,InterviewStart,ag1,ag1a,ag1b__1,ag1b__2,ag1b__3,ag1b__4,ag1b__5,ag1c_1,ag1c_2,ag1c_3,ag1c_os,ag2,ag3,ag4
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110002,1104-2028,4,5454.9150390625,8525.1875,5162.548446396592,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T14:56:55,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110003,1104-2028,4,7560.05078125,11811.76171875,4943.387549850896,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-06T18:32:04,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110004,1104-2028,4,7560.05078125,8398.9345703125,3621.377225117443,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-07T11:09:52,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110005,1104-2028,4,5922.251953125,8398.9345703125,3777.976755741579,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T14:42:12,2. NO,2. NO,,,,,,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110006,1104-2028,4,5852.861328125,10306.8642578125,4455.323918527385,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T14:50:16,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110007,1104-2028,4,5890.5791015625,12047.9453125,5787.597886998352,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-07T08:31:54,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110008,1104-2028,4,7560.05078125,9858.4404296875,4121.458040746985,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T16:49:41,2. NO,2. NO,,,,,,16. THE HOUSEHOLD HAS NEVER BEEN ENGAGED IN AGRICULTURAL ACTIVITIES,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110009,1104-2028,4,5454.9150390625,8206.9423828125,5962.920493198409,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-06T16:25:36,2. NO,2. NO,,,,,,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,1. URBAN,2028,110010,1104-2028,4,5671.0654296875,9485.14453125,4669.094507991834,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-06T12:47:40,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,7. COST OF INPUTS TOO HIGH,8. DIFFICULT TO OBTAIN INPUTS,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110021,1112-78,4,8280.2568359375,8283.2666015625,2909.3210475373094,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T09:11:06,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110022,1112-78,4,8477.271484375,8128.60546875,3454.7018754246087,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T14:52:42,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110023,1112-78,4,11382.3173828125,6527.47607421875,3250.6385476337614,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-18T08:34:52,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110024,1112-78,4,8538.28515625,8283.2666015625,2761.3164824665087,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T09:10:30,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110025,1112-78,4,8212.8515625,8593.529296875,3439.740938210604,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T12:02:01,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110026,1112-78,4,8538.28515625,7323.2470703125,2761.3164824665087,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-18T09:29:10,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110027,1112-78,4,8477.271484375,7264.1484375,2630.11459066676,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T09:12:17,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110028,1112-78,4,8280.2568359375,6233.09521484375,3984.4328849499457,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T10:22:51,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110029,1112-78,4,8212.8515625,5602.26611328125,2885.7525164673552,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T14:30:54,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1112. OHAUKWU,2. RURAL,78,110030,1112-78,4,8212.8515625,6233.09521484375,3452.3375691029523,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-17T10:33:25,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110081,1104-434,4,5344.0595703125,7041.74365234375,3369.146425826605,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T15:11:30,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110082,1104-434,4,5140.37255859375,7709.74609375,2784.093463908031,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T09:47:40,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110083,1104-434,4,5140.37255859375,6089.42041015625,2207.0740693463363,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T14:25:46,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110084,1104-434,4,5580.76171875,10770.3896484375,2978.971172720254,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-08-04T13:46:59,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110085,1104-434,4,5140.37255859375,8436.9736328125,4333.699507473905,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T08:46:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110086,1104-434,4,5140.37255859375,8436.9736328125,4316.109809501976,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T16:14:43,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110087,1104-434,4,5580.76171875,8704.5927734375,3550.581986648328,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T08:46:35,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110088,1104-434,4,5344.0595703125,8206.5615234375,2575.126089458851,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T10:51:20,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110089,1104-434,4,5140.37255859375,7709.74609375,2502.1616055244676,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-05T10:54:41,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,434,110090,1104-434,4,5140.37255859375,7362.04638671875,2753.9716158811134,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-04T08:40:17,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110111,1113-954,4,5255.7421875,11906.962890625,3637.4200544940486,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-20T12:32:00,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110112,1113-954,4,4996.861328125,11018.5732421875,3150.2578406267444,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-20T12:41:48,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110113,1113-954,4,4880.732421875,14594.7470703125,4575.9891839981065,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-20T07:36:39,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110114,1113-954,4,5194.1611328125,18795.00390625,3686.3307133770822,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T11:20:24,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110115,1113-954,4,4841.0009765625,13981.248046875,3519.3072717128107,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T11:25:38,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110116,1113-954,4,5032.8251953125,18795.00390625,3547.6600207543593,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T10:33:34,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110117,1113-954,4,4841.0009765625,12534.61328125,5401.200616639314,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T10:53:44,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110118,1113-954,4,4996.861328125,9756.150390625,3572.520469349423,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T13:56:00,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,5. LAND LEFT FALLOW,13. SWITCHED TO OTHER INCOME GENERATING ACTIVITIES,96. OTHER (SPECIFY),HEALTH  CHALLENGES  OF THE HEAD OF HOUSEHOLD.,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110119,1113-954,4,4996.861328125,9756.150390625,4056.7172839068844,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T17:11:50,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1113. ONICHA,2. RURAL,954,110120,1113-954,4,4880.732421875,10998.4375,5021.500992202172,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-19T10:54:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110121,1102-936,4,3493.51220703125,5163.40478515625,1663.1849519515254,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T17:28:21,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110122,1102-936,4,3493.51220703125,5163.40478515625,1957.828457355967,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T15:50:00,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110123,1102-936,4,3360.8115234375,5251.79541015625,2269.6637646646113,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T10:51:18,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110124,1102-936,4,3360.8115234375,4737.48828125,1906.6623689006583,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T10:04:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110125,1102-936,4,,,,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T09:52:45,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110126,1102-936,4,3360.8115234375,5778.50732421875,1884.1798619617225,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-23T08:34:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110127,1102-936,4,3534.9306640625,4914.93798828125,1348.3012522101337,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T12:22:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110128,1102-936,4,3255.982177734375,4737.48828125,1678.5366314218277,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T10:20:09,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110129,1102-936,4,3255.982177734375,4961.23388671875,2074.3053416224957,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T10:02:03,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. RURAL,936,110130,1102-936,4,3255.982177734375,4961.23388671875,1888.0977466725703,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-22T10:10:02,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110131,1101-154,4,3073.037841796875,7977.85595703125,1963.014819362945,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T16:38:04,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110132,1101-154,4,3073.037841796875,10963.7509765625,2353.499561542288,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T10:47:33,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110133,1101-154,4,3191.98779296875,6632.48388671875,1887.6217779666658,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T16:51:10,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110134,1101-154,4,3171.549560546875,7087.0576171875,2356.103663453363,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T08:26:49,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110135,1101-154,4,3209.150634765625,7562.98291015625,2956.7830324363304,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T16:48:17,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110136,1101-154,4,3073.037841796875,9014.08203125,2521.202047140538,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"1. YES, MOVED CLOSE TO ORIGINAL DWELLING",1. YES,1. YES,1. YES,2023-07-31T12:04:11,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110137,1101-154,4,2980.170166015625,6632.48388671875,2108.7125361999597,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T08:34:10,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110138,1101-154,4,2955.91015625,7562.98291015625,3405.0060640925612,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-01T08:56:58,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110139,1101-154,4,2980.170166015625,7860.630859375,2843.923421569596,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T10:43:28,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1101. ABAKALIKI,2. RURAL,154,110140,1101-154,4,2955.91015625,6632.48388671875,3093.637517800957,1. COMPLETE,1. Old Panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-07-31T11:04:06,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119001,1104-914,4,3602.26123046875,,7099.982453473301,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T14:55:29,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119002,1104-914,4,3628.187744140625,,10401.272704847568,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T12:08:06,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119003,1104-914,4,3628.187744140625,,7564.380548388834,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T10:06:54,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119005,1104-914,4,3518.54345703125,,11314.751658476878,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T10:08:40,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119006,1104-914,4,3628.187744140625,,7921.001920583494,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T13:08:04,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119008,1104-914,4,3518.54345703125,,6167.313790635283,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-09T12:32:12,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,2. NO,2. NO
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119009,1104-914,4,,,,6. UNAVAILABLE FOR INTERVIEW,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,2. NO,,,,,,,,,,,,,,,,
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119010,1104-914,4,3628.187744140625,,6443.006606693731,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T14:50:18,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,1. YES
4. South East,11. Ebonyi,1104. EBONYI,2. RURAL,914,119011,1104-914,4,3602.26123046875,,7326.16736461437,1. COMPLETE,2. New panel household,2. NO,2. NO,1. YES,"2. NO, IN ORIGINAL DWELLING",,1. YES,1. YES,2023-08-08T10:03:53,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,1. YES,1. YES,2. NO
